id,source_folder,source_relative_path,remote_path,web_path,file_name,display_name,extension,size_bytes,mtime
142,光大证券,光大证券/20120911-光大证券-多因子研究系列(三)：成长类因子测试.pdf,/mnt/research/研报/光大证券/20120911-光大证券-多因子研究系列(三)：成长类因子测试.pdf,reports/光大证券/20120911-光大证券-多因子研究系列(三)：成长类因子测试.pdf,20120911-光大证券-多因子研究系列(三)：成长类因子测试.pdf,20120911-光大证券-多因子研究系列(三)：成长类因子测试,pdf,2065090,2026-04-11T17:05:12.875828+00:00
143,光大证券,光大证券/20120911-光大证券-多因子研究系列(二)：价值类因子测试.pdf,/mnt/research/研报/光大证券/20120911-光大证券-多因子研究系列(二)：价值类因子测试.pdf,reports/光大证券/20120911-光大证券-多因子研究系列(二)：价值类因子测试.pdf,20120911-光大证券-多因子研究系列(二)：价值类因子测试.pdf,20120911-光大证券-多因子研究系列(二)：价值类因子测试,pdf,1439816,2026-04-11T17:05:08.241828+00:00
144,光大证券,光大证券/20170428-光大证券-多因子系列报告之二：因子测试全集.pdf,/mnt/research/研报/光大证券/20170428-光大证券-多因子系列报告之二：因子测试全集.pdf,reports/光大证券/20170428-光大证券-多因子系列报告之二：因子测试全集.pdf,20170428-光大证券-多因子系列报告之二：因子测试全集.pdf,20170428-光大证券-多因子系列报告之二：因子测试全集,pdf,3523469,2026-04-11T17:05:04.857829+00:00
145,光大证券,光大证券/20170501-光大证券-多因子系列报告之三：多因子组合光大Alpha_1.0.pdf,/mnt/research/研报/光大证券/20170501-光大证券-多因子系列报告之三：多因子组合光大Alpha_1.0.pdf,reports/光大证券/20170501-光大证券-多因子系列报告之三：多因子组合光大Alpha_1.0.pdf,20170501-光大证券-多因子系列报告之三：多因子组合光大Alpha_1.0.pdf,20170501-光大证券-多因子系列报告之三：多因子组合光大Alpha_1.0,pdf,2444973,2026-04-11T17:04:57.320829+00:00
146,光大证券,光大证券/20170727-光大证券-金工事件因子体系：事件因子选股，多维度、全覆盖.pdf,/mnt/research/研报/光大证券/20170727-光大证券-金工事件因子体系：事件因子选股，多维度、全覆盖.pdf,reports/光大证券/20170727-光大证券-金工事件因子体系：事件因子选股，多维度、全覆盖.pdf,20170727-光大证券-金工事件因子体系：事件因子选股，多维度、全覆盖.pdf,20170727-光大证券-金工事件因子体系：事件因子选股，多维度、全覆盖,pdf,2257600,2026-04-11T17:04:52.284829+00:00
147,光大证券,光大证券/20170731-光大证券-多因子系列报告之四：别开生面，公司治理因子详解.pdf,/mnt/research/研报/光大证券/20170731-光大证券-多因子系列报告之四：别开生面，公司治理因子详解.pdf,reports/光大证券/20170731-光大证券-多因子系列报告之四：别开生面，公司治理因子详解.pdf,20170731-光大证券-多因子系列报告之四：别开生面，公司治理因子详解.pdf,20170731-光大证券-多因子系列报告之四：别开生面，公司治理因子详解,pdf,2384056,2026-04-11T17:04:48.087830+00:00
148,光大证券,光大证券/20170901-光大证券-多因子系列报告之五：见微知著，成交量占比高频因子解析.pdf,/mnt/research/研报/光大证券/20170901-光大证券-多因子系列报告之五：见微知著，成交量占比高频因子解析.pdf,reports/光大证券/20170901-光大证券-多因子系列报告之五：见微知著，成交量占比高频因子解析.pdf,20170901-光大证券-多因子系列报告之五：见微知著，成交量占比高频因子解析.pdf,20170901-光大证券-多因子系列报告之五：见微知著，成交量占比高频因子解析,pdf,2888010,2026-04-11T17:04:43.731830+00:00
149,光大证券,光大证券/20171122-光大证券-多因子系列报告之七：基于K线最短路径构造的非流动性因子.pdf,/mnt/research/研报/光大证券/20171122-光大证券-多因子系列报告之七：基于K线最短路径构造的非流动性因子.pdf,reports/光大证券/20171122-光大证券-多因子系列报告之七：基于K线最短路径构造的非流动性因子.pdf,20171122-光大证券-多因子系列报告之七：基于K线最短路径构造的非流动性因子.pdf,20171122-光大证券-多因子系列报告之七：基于K线最短路径构造的非流动性因子,pdf,2329570,2026-04-11T17:04:38.465830+00:00
150,光大证券,光大证券/20171123-光大证券-多因子系列报告之八：高频因子，日内分时成交量蕴藏玄机.pdf,/mnt/research/研报/光大证券/20171123-光大证券-多因子系列报告之八：高频因子，日内分时成交量蕴藏玄机.pdf,reports/光大证券/20171123-光大证券-多因子系列报告之八：高频因子，日内分时成交量蕴藏玄机.pdf,20171123-光大证券-多因子系列报告之八：高频因子，日内分时成交量蕴藏玄机.pdf,20171123-光大证券-多因子系列报告之八：高频因子，日内分时成交量蕴藏玄机,pdf,2708174,2026-04-11T17:04:33.972831+00:00
151,光大证券,光大证券/20180103-光大证券-多因子系列报告之九：一致交易因子，挖掘集体行为背后的收益.pdf,/mnt/research/研报/光大证券/20180103-光大证券-多因子系列报告之九：一致交易因子，挖掘集体行为背后的收益.pdf,reports/光大证券/20180103-光大证券-多因子系列报告之九：一致交易因子，挖掘集体行为背后的收益.pdf,20180103-光大证券-多因子系列报告之九：一致交易因子，挖掘集体行为背后的收益.pdf,20180103-光大证券-多因子系列报告之九：一致交易因子，挖掘集体行为背后的收益,pdf,2357260,2026-04-11T17:04:28.638831+00:00
152,光大证券,光大证券/20180415-光大证券-多因子系列报告之十一：爬罗剔抉，一致预期因子分类与精选.pdf,/mnt/research/研报/光大证券/20180415-光大证券-多因子系列报告之十一：爬罗剔抉，一致预期因子分类与精选.pdf,reports/光大证券/20180415-光大证券-多因子系列报告之十一：爬罗剔抉，一致预期因子分类与精选.pdf,20180415-光大证券-多因子系列报告之十一：爬罗剔抉，一致预期因子分类与精选.pdf,20180415-光大证券-多因子系列报告之十一：爬罗剔抉，一致预期因子分类与精选,pdf,3017152,2026-04-11T17:04:22.558831+00:00
153,光大证券,光大证券/20180806-光大证券-多因子系列报告之十四：创新基本面因子，财务数据间线性关系初窥.pdf,/mnt/research/研报/光大证券/20180806-光大证券-多因子系列报告之十四：创新基本面因子，财务数据间线性关系初窥.pdf,reports/光大证券/20180806-光大证券-多因子系列报告之十四：创新基本面因子，财务数据间线性关系初窥.pdf,20180806-光大证券-多因子系列报告之十四：创新基本面因子，财务数据间线性关系初窥.pdf,20180806-光大证券-多因子系列报告之十四：创新基本面因子，财务数据间线性关系初窥,pdf,2770700,2026-04-11T17:04:14.642832+00:00
154,光大证券,光大证券/20180909-光大证券-多因子系列报告之十五：创新基本面因子，提纯净利数据中的选股信息.pdf,/mnt/research/研报/光大证券/20180909-光大证券-多因子系列报告之十五：创新基本面因子，提纯净利数据中的选股信息.pdf,reports/光大证券/20180909-光大证券-多因子系列报告之十五：创新基本面因子，提纯净利数据中的选股信息.pdf,20180909-光大证券-多因子系列报告之十五：创新基本面因子，提纯净利数据中的选股信息.pdf,20180909-光大证券-多因子系列报告之十五：创新基本面因子，提纯净利数据中的选股信息,pdf,2673957,2026-04-11T17:04:08.939832+00:00
155,光大证券,光大证券/20181101-光大证券-多因子系列报告之十六：创新基本面因子，捕捉产能利用率中的讯号.pdf,/mnt/research/研报/光大证券/20181101-光大证券-多因子系列报告之十六：创新基本面因子，捕捉产能利用率中的讯号.pdf,reports/光大证券/20181101-光大证券-多因子系列报告之十六：创新基本面因子，捕捉产能利用率中的讯号.pdf,20181101-光大证券-多因子系列报告之十六：创新基本面因子，捕捉产能利用率中的讯号.pdf,20181101-光大证券-多因子系列报告之十六：创新基本面因子，捕捉产能利用率中的讯号,pdf,2342008,2026-04-11T17:04:03.010833+00:00
156,光大证券,光大证券/20181103-光大证券-多因子系列报告之十七：以质取胜，EBQC综合质量因子详解.pdf,/mnt/research/研报/光大证券/20181103-光大证券-多因子系列报告之十七：以质取胜，EBQC综合质量因子详解.pdf,reports/光大证券/20181103-光大证券-多因子系列报告之十七：以质取胜，EBQC综合质量因子详解.pdf,20181103-光大证券-多因子系列报告之十七：以质取胜，EBQC综合质量因子详解.pdf,20181103-光大证券-多因子系列报告之十七：以质取胜，EBQC综合质量因子详解,pdf,2923543,2026-04-11T17:03:58.320833+00:00
157,光大证券,光大证券/20190505-光大证券-多因子系列报告之二十一：业绩趋势因子，捕捉业绩加速增长的超额收益.pdf,/mnt/research/研报/光大证券/20190505-光大证券-多因子系列报告之二十一：业绩趋势因子，捕捉业绩加速增长的超额收益.pdf,reports/光大证券/20190505-光大证券-多因子系列报告之二十一：业绩趋势因子，捕捉业绩加速增长的超额收益.pdf,20190505-光大证券-多因子系列报告之二十一：业绩趋势因子，捕捉业绩加速增长的超额收益.pdf,20190505-光大证券-多因子系列报告之二十一：业绩趋势因子，捕捉业绩加速增长的超额收益,pdf,2052701,2026-04-11T17:03:52.197833+00:00
158,光大证券,光大证券/20190804-光大证券-多因子系列报告之二十四：短周期因子的挖掘与组合构建.pdf,/mnt/research/研报/光大证券/20190804-光大证券-多因子系列报告之二十四：短周期因子的挖掘与组合构建.pdf,reports/光大证券/20190804-光大证券-多因子系列报告之二十四：短周期因子的挖掘与组合构建.pdf,20190804-光大证券-多因子系列报告之二十四：短周期因子的挖掘与组合构建.pdf,20190804-光大证券-多因子系列报告之二十四：短周期因子的挖掘与组合构建,pdf,1853571,2026-04-11T17:03:48.148834+00:00
159,光大证券,光大证券/20190908-光大证券-多因子系列报告之二十五：结合短周期因子的指数增强实证.pdf,/mnt/research/研报/光大证券/20190908-光大证券-多因子系列报告之二十五：结合短周期因子的指数增强实证.pdf,reports/光大证券/20190908-光大证券-多因子系列报告之二十五：结合短周期因子的指数增强实证.pdf,20190908-光大证券-多因子系列报告之二十五：结合短周期因子的指数增强实证.pdf,20190908-光大证券-多因子系列报告之二十五：结合短周期因子的指数增强实证,pdf,2545394,2026-04-11T17:03:44.258834+00:00
160,光大证券,光大证券/20191018-光大证券-多因子系列报告之二十六：创新基本面因子，财务数据全扫描.pdf,/mnt/research/研报/光大证券/20191018-光大证券-多因子系列报告之二十六：创新基本面因子，财务数据全扫描.pdf,reports/光大证券/20191018-光大证券-多因子系列报告之二十六：创新基本面因子，财务数据全扫描.pdf,20191018-光大证券-多因子系列报告之二十六：创新基本面因子，财务数据全扫描.pdf,20191018-光大证券-多因子系列报告之二十六：创新基本面因子，财务数据全扫描,pdf,2025033,2026-04-11T17:03:38.728834+00:00
161,光大证券,光大证券/20230209-光大证券-因子梳理与回测之一：北向资金的Alpha.pdf,/mnt/research/研报/光大证券/20230209-光大证券-因子梳理与回测之一：北向资金的Alpha.pdf,reports/光大证券/20230209-光大证券-因子梳理与回测之一：北向资金的Alpha.pdf,20230209-光大证券-因子梳理与回测之一：北向资金的Alpha.pdf,20230209-光大证券-因子梳理与回测之一：北向资金的Alpha,pdf,1647214,2026-04-11T17:03:33.907835+00:00
162,光大证券,光大证券/20230316-光大证券-因子梳理与回测之二：资金流向数据中的Alpha.pdf,/mnt/research/研报/光大证券/20230316-光大证券-因子梳理与回测之二：资金流向数据中的Alpha.pdf,reports/光大证券/20230316-光大证券-因子梳理与回测之二：资金流向数据中的Alpha.pdf,20230316-光大证券-因子梳理与回测之二：资金流向数据中的Alpha.pdf,20230316-光大证券-因子梳理与回测之二：资金流向数据中的Alpha,pdf,1336620,2026-04-11T17:03:28.985835+00:00
163,光大证券,光大证券/20230805-光大证券-量化选股系列报告之十一：提炼大宗交易背后蕴含的超额信息.pdf,/mnt/research/研报/光大证券/20230805-光大证券-量化选股系列报告之十一：提炼大宗交易背后蕴含的超额信息.pdf,reports/光大证券/20230805-光大证券-量化选股系列报告之十一：提炼大宗交易背后蕴含的超额信息.pdf,20230805-光大证券-量化选股系列报告之十一：提炼大宗交易背后蕴含的超额信息.pdf,20230805-光大证券-量化选股系列报告之十一：提炼大宗交易背后蕴含的超额信息,pdf,2881349,2026-04-11T17:03:24.503835+00:00
164,光大证券,光大证券/20240225-光大证券-量化组合跟踪周报：残差波动率因子亮眼，量化组合超额显著.pdf,/mnt/research/研报/光大证券/20240225-光大证券-量化组合跟踪周报：残差波动率因子亮眼，量化组合超额显著.pdf,reports/光大证券/20240225-光大证券-量化组合跟踪周报：残差波动率因子亮眼，量化组合超额显著.pdf,20240225-光大证券-量化组合跟踪周报：残差波动率因子亮眼，量化组合超额显著.pdf,20240225-光大证券-量化组合跟踪周报：残差波动率因子亮眼，量化组合超额显著,pdf,1204098,2026-04-11T17:03:18.687835+00:00
165,兴业证券,兴业证券/20131126-兴业证券-猎金·Alpha因子探索系列之一.pdf,/mnt/research/研报/兴业证券/20131126-兴业证券-猎金·Alpha因子探索系列之一.pdf,reports/兴业证券/20131126-兴业证券-猎金·Alpha因子探索系列之一.pdf,20131126-兴业证券-猎金·Alpha因子探索系列之一.pdf,20131126-兴业证券-猎金·Alpha因子探索系列之一,pdf,698457,2026-04-11T17:03:16.434836+00:00
166,兴业证券,兴业证券/20131203-兴业证券-猎金·Alpha因子探索系列之二.pdf,/mnt/research/研报/兴业证券/20131203-兴业证券-猎金·Alpha因子探索系列之二.pdf,reports/兴业证券/20131203-兴业证券-猎金·Alpha因子探索系列之二.pdf,20131203-兴业证券-猎金·Alpha因子探索系列之二.pdf,20131203-兴业证券-猎金·Alpha因子探索系列之二,pdf,493230,2026-04-11T17:03:15.116836+00:00
167,兴业证券,兴业证券/20140305-兴业证券-通透.事件驱动策略再回首系列之一：分析师一致预期上调.pdf,/mnt/research/研报/兴业证券/20140305-兴业证券-通透.事件驱动策略再回首系列之一：分析师一致预期上调.pdf,reports/兴业证券/20140305-兴业证券-通透.事件驱动策略再回首系列之一：分析师一致预期上调.pdf,20140305-兴业证券-通透.事件驱动策略再回首系列之一：分析师一致预期上调.pdf,20140305-兴业证券-通透.事件驱动策略再回首系列之一：分析师一致预期上调,pdf,679719,2026-04-11T17:03:14.044836+00:00
168,兴业证券,兴业证券/20160509-兴业证券-《猎金系列之十一》：兴业盈利预测调整因子.pdf,/mnt/research/研报/兴业证券/20160509-兴业证券-《猎金系列之十一》：兴业盈利预测调整因子.pdf,reports/兴业证券/20160509-兴业证券-《猎金系列之十一》：兴业盈利预测调整因子.pdf,20160509-兴业证券-《猎金系列之十一》：兴业盈利预测调整因子.pdf,20160509-兴业证券-《猎金系列之十一》：兴业盈利预测调整因子,pdf,1451513,2026-04-11T17:03:12.476836+00:00
169,兴业证券,兴业证券/20170312-兴业证券-猎金系列之十三：分析师预测目标价有参考价值吗-170312.pdf,/mnt/research/研报/兴业证券/20170312-兴业证券-猎金系列之十三：分析师预测目标价有参考价值吗-170312.pdf,reports/兴业证券/20170312-兴业证券-猎金系列之十三：分析师预测目标价有参考价值吗-170312.pdf,20170312-兴业证券-猎金系列之十三：分析师预测目标价有参考价值吗-170312.pdf,20170312-兴业证券-猎金系列之十三：分析师预测目标价有参考价值吗-170312,pdf,1493995,2026-04-11T17:03:09.772836+00:00
170,兴业证券,兴业证券/20170409-兴业证券-价值持续强势，目标收益因子荣登榜首.pdf,/mnt/research/研报/兴业证券/20170409-兴业证券-价值持续强势，目标收益因子荣登榜首.pdf,reports/兴业证券/20170409-兴业证券-价值持续强势，目标收益因子荣登榜首.pdf,20170409-兴业证券-价值持续强势，目标收益因子荣登榜首.pdf,20170409-兴业证券-价值持续强势，目标收益因子荣登榜首,pdf,797255,2026-04-11T17:03:06.777836+00:00
171,兴业证券,兴业证券/20170409-兴业证券-定量研究：价值持续强势，目标收益因子荣登榜首.pdf,/mnt/research/研报/兴业证券/20170409-兴业证券-定量研究：价值持续强势，目标收益因子荣登榜首.pdf,reports/兴业证券/20170409-兴业证券-定量研究：价值持续强势，目标收益因子荣登榜首.pdf,20170409-兴业证券-定量研究：价值持续强势，目标收益因子荣登榜首.pdf,20170409-兴业证券-定量研究：价值持续强势，目标收益因子荣登榜首,pdf,904872,2026-04-11T17:03:03.909837+00:00
172,兴业证券,兴业证券/20170508-兴业证券-雪球知股乎系列之一：和关注度因子有个约定.pdf,/mnt/research/研报/兴业证券/20170508-兴业证券-雪球知股乎系列之一：和关注度因子有个约定.pdf,reports/兴业证券/20170508-兴业证券-雪球知股乎系列之一：和关注度因子有个约定.pdf,20170508-兴业证券-雪球知股乎系列之一：和关注度因子有个约定.pdf,20170508-兴业证券-雪球知股乎系列之一：和关注度因子有个约定,pdf,2003682,2026-04-11T17:03:01.912837+00:00
173,兴业证券,兴业证券/20170602-兴业证券-事件因子系列报告之一：事件因子化投资框架.pdf,/mnt/research/研报/兴业证券/20170602-兴业证券-事件因子系列报告之一：事件因子化投资框架.pdf,reports/兴业证券/20170602-兴业证券-事件因子系列报告之一：事件因子化投资框架.pdf,20170602-兴业证券-事件因子系列报告之一：事件因子化投资框架.pdf,20170602-兴业证券-事件因子系列报告之一：事件因子化投资框架,pdf,1176348,2026-04-11T17:02:56.894837+00:00
174,兴业证券,兴业证券/20171014-兴业证券-雪球知股乎系列三：情绪因子选股正当时.pdf,/mnt/research/研报/兴业证券/20171014-兴业证券-雪球知股乎系列三：情绪因子选股正当时.pdf,reports/兴业证券/20171014-兴业证券-雪球知股乎系列三：情绪因子选股正当时.pdf,20171014-兴业证券-雪球知股乎系列三：情绪因子选股正当时.pdf,20171014-兴业证券-雪球知股乎系列三：情绪因子选股正当时,pdf,2017250,2026-04-11T17:02:52.364837+00:00
175,兴业证券,兴业证券/20180223-兴业证券-事件因子系列报告之二：事件因子与多因子体系的结合.pdf,/mnt/research/研报/兴业证券/20180223-兴业证券-事件因子系列报告之二：事件因子与多因子体系的结合.pdf,reports/兴业证券/20180223-兴业证券-事件因子系列报告之二：事件因子与多因子体系的结合.pdf,20180223-兴业证券-事件因子系列报告之二：事件因子与多因子体系的结合.pdf,20180223-兴业证券-事件因子系列报告之二：事件因子与多因子体系的结合,pdf,1859374,2026-04-11T17:02:47.305838+00:00
176,兴业证券,兴业证券/20180713-兴业证券-宽客眼中的港股那些事儿系列三~另类因子__成长因子初探.pdf,/mnt/research/研报/兴业证券/20180713-兴业证券-宽客眼中的港股那些事儿系列三~另类因子__成长因子初探.pdf,reports/兴业证券/20180713-兴业证券-宽客眼中的港股那些事儿系列三~另类因子__成长因子初探.pdf,20180713-兴业证券-宽客眼中的港股那些事儿系列三~另类因子__成长因子初探.pdf,20180713-兴业证券-宽客眼中的港股那些事儿系列三~另类因子__成长因子初探,pdf,1709111,2026-04-11T17:02:42.947838+00:00
177,兴业证券,兴业证券/20180904-兴业证券-猎金系列之三十：基于股价大幅波动的另类选股因子研究.pdf,/mnt/research/研报/兴业证券/20180904-兴业证券-猎金系列之三十：基于股价大幅波动的另类选股因子研究.pdf,reports/兴业证券/20180904-兴业证券-猎金系列之三十：基于股价大幅波动的另类选股因子研究.pdf,20180904-兴业证券-猎金系列之三十：基于股价大幅波动的另类选股因子研究.pdf,20180904-兴业证券-猎金系列之三十：基于股价大幅波动的另类选股因子研究,pdf,2528465,2026-04-11T17:02:38.184838+00:00
178,兴业证券,兴业证券/20181020-兴业证券-海外文献推荐系列之十九：西学东渐.pdf,/mnt/research/研报/兴业证券/20181020-兴业证券-海外文献推荐系列之十九：西学东渐.pdf,reports/兴业证券/20181020-兴业证券-海外文献推荐系列之十九：西学东渐.pdf,20181020-兴业证券-海外文献推荐系列之十九：西学东渐.pdf,20181020-兴业证券-海外文献推荐系列之十九：西学东渐,pdf,803698,2026-04-11T17:02:32.602839+00:00
179,兴业证券,兴业证券/20181110-兴业证券-金融工程专题海外文献推荐系列之二十：西学东渐.pdf,/mnt/research/研报/兴业证券/20181110-兴业证券-金融工程专题海外文献推荐系列之二十：西学东渐.pdf,reports/兴业证券/20181110-兴业证券-金融工程专题海外文献推荐系列之二十：西学东渐.pdf,20181110-兴业证券-金融工程专题海外文献推荐系列之二十：西学东渐.pdf,20181110-兴业证券-金融工程专题海外文献推荐系列之二十：西学东渐,pdf,798612,2026-04-11T17:02:30.969839+00:00
180,兴业证券,兴业证券/20190123-兴业证券-另类因子研究系列之二：一种价量因子新的构建方式.pdf,/mnt/research/研报/兴业证券/20190123-兴业证券-另类因子研究系列之二：一种价量因子新的构建方式.pdf,reports/兴业证券/20190123-兴业证券-另类因子研究系列之二：一种价量因子新的构建方式.pdf,20190123-兴业证券-另类因子研究系列之二：一种价量因子新的构建方式.pdf,20190123-兴业证券-另类因子研究系列之二：一种价量因子新的构建方式,pdf,1539458,2026-04-11T17:02:29.783839+00:00
181,兴业证券,兴业证券/20191203-兴业证券-基于熵测度的股票收益非对称性因子研究.pdf,/mnt/research/研报/兴业证券/20191203-兴业证券-基于熵测度的股票收益非对称性因子研究.pdf,reports/兴业证券/20191203-兴业证券-基于熵测度的股票收益非对称性因子研究.pdf,20191203-兴业证券-基于熵测度的股票收益非对称性因子研究.pdf,20191203-兴业证券-基于熵测度的股票收益非对称性因子研究,pdf,2941270,2026-04-11T17:02:26.600839+00:00
182,兴业证券,兴业证券/20191226-兴业证券-海外文献推荐系列之五十六：西学东渐.pdf,/mnt/research/研报/兴业证券/20191226-兴业证券-海外文献推荐系列之五十六：西学东渐.pdf,reports/兴业证券/20191226-兴业证券-海外文献推荐系列之五十六：西学东渐.pdf,20191226-兴业证券-海外文献推荐系列之五十六：西学东渐.pdf,20191226-兴业证券-海外文献推荐系列之五十六：西学东渐,pdf,2541720,2026-04-11T17:02:19.637839+00:00
183,兴业证券,兴业证券/20211012-兴业证券-花开股市，相似几何之四：基于基本面因子相似性的A股择时研究.pdf,/mnt/research/研报/兴业证券/20211012-兴业证券-花开股市，相似几何之四：基于基本面因子相似性的A股择时研究.pdf,reports/兴业证券/20211012-兴业证券-花开股市，相似几何之四：基于基本面因子相似性的A股择时研究.pdf,20211012-兴业证券-花开股市，相似几何之四：基于基本面因子相似性的A股择时研究.pdf,20211012-兴业证券-花开股市，相似几何之四：基于基本面因子相似性的A股择时研究,pdf,1189599,2026-04-11T17:02:13.992840+00:00
184,兴业证券,兴业证券/20220622-兴业证券-花开股市，相似几何五：弱关联关系下的特异性Alpha因子挖掘.pdf,/mnt/research/研报/兴业证券/20220622-兴业证券-花开股市，相似几何五：弱关联关系下的特异性Alpha因子挖掘.pdf,reports/兴业证券/20220622-兴业证券-花开股市，相似几何五：弱关联关系下的特异性Alpha因子挖掘.pdf,20220622-兴业证券-花开股市，相似几何五：弱关联关系下的特异性Alpha因子挖掘.pdf,20220622-兴业证券-花开股市，相似几何五：弱关联关系下的特异性Alpha因子挖掘,pdf,1305785,2026-04-11T17:02:10.645840+00:00
185,兴业证券,兴业证券/20240307-兴业证券-海外文献推荐系列之一百六十四：西学东渐.pdf,/mnt/research/研报/兴业证券/20240307-兴业证券-海外文献推荐系列之一百六十四：西学东渐.pdf,reports/兴业证券/20240307-兴业证券-海外文献推荐系列之一百六十四：西学东渐.pdf,20240307-兴业证券-海外文献推荐系列之一百六十四：西学东渐.pdf,20240307-兴业证券-海外文献推荐系列之一百六十四：西学东渐,pdf,1661242,2026-04-11T17:02:07.854840+00:00
186,华创证券,华创证券/20170119-华创证券-债券信用日报：一致预期下的不同选择.pdf,/mnt/research/研报/华创证券/20170119-华创证券-债券信用日报：一致预期下的不同选择.pdf,reports/华创证券/20170119-华创证券-债券信用日报：一致预期下的不同选择.pdf,20170119-华创证券-债券信用日报：一致预期下的不同选择.pdf,20170119-华创证券-债券信用日报：一致预期下的不同选择,pdf,690975,2026-04-11T17:02:00.729841+00:00
187,华创证券,华创证券/2022-08-05_华创证券_专题报告：特征分布建模择时系列之二-物极必反，巧妙做空，特征成交量，模型终完备.pdf,/mnt/research/研报/华创证券/2022-08-05_华创证券_专题报告：特征分布建模择时系列之二-物极必反，巧妙做空，特征成交量，模型终完备.pdf,reports/华创证券/2022-08-05_华创证券_专题报告：特征分布建模择时系列之二-物极必反，巧妙做空，特征成交量，模型终完备.pdf,2022-08-05_华创证券_专题报告：特征分布建模择时系列之二-物极必反，巧妙做空，特征成交量，模型终完备.pdf,2022-08-05_华创证券_专题报告：特征分布建模择时系列之二-物极必反，巧妙做空，特征成交量，模型终完备,pdf,1552181,2026-04-11T17:01:58.963841+00:00
188,华创证券,华创证券/20230731-华创证券-K线形态研究之六：乌云压顶线.pdf,/mnt/research/研报/华创证券/20230731-华创证券-K线形态研究之六：乌云压顶线.pdf,reports/华创证券/20230731-华创证券-K线形态研究之六：乌云压顶线.pdf,20230731-华创证券-K线形态研究之六：乌云压顶线.pdf,20230731-华创证券-K线形态研究之六：乌云压顶线,pdf,1246959,2026-04-11T17:01:54.454841+00:00
189,华创证券,华创证券/20230807-华创证券-【专题报告】形态学研究之八：如何利用形态信号进行行业择时.pdf,/mnt/research/研报/华创证券/20230807-华创证券-【专题报告】形态学研究之八：如何利用形态信号进行行业择时.pdf,reports/华创证券/20230807-华创证券-【专题报告】形态学研究之八：如何利用形态信号进行行业择时.pdf,20230807-华创证券-【专题报告】形态学研究之八：如何利用形态信号进行行业择时.pdf,20230807-华创证券-【专题报告】形态学研究之八：如何利用形态信号进行行业择时,pdf,2253907,2026-04-11T17:01:50.050841+00:00
190,华安证券,华安证券/20200922-华安证券-量化基本面系列报告之二：成长因子再升级，盈利加速度.pdf,/mnt/research/研报/华安证券/20200922-华安证券-量化基本面系列报告之二：成长因子再升级，盈利加速度.pdf,reports/华安证券/20200922-华安证券-量化基本面系列报告之二：成长因子再升级，盈利加速度.pdf,20200922-华安证券-量化基本面系列报告之二：成长因子再升级，盈利加速度.pdf,20200922-华安证券-量化基本面系列报告之二：成长因子再升级，盈利加速度,pdf,2676508,2026-04-11T17:01:38.173842+00:00
191,华安证券,华安证券/20210809-华安证券-“学海拾珠”系列之五十五：因子动量与行业动量，孰因孰果？.pdf,/mnt/research/研报/华安证券/20210809-华安证券-“学海拾珠”系列之五十五：因子动量与行业动量，孰因孰果？.pdf,reports/华安证券/20210809-华安证券-“学海拾珠”系列之五十五：因子动量与行业动量，孰因孰果？.pdf,20210809-华安证券-“学海拾珠”系列之五十五：因子动量与行业动量，孰因孰果？.pdf,20210809-华安证券-“学海拾珠”系列之五十五：因子动量与行业动量，孰因孰果？,pdf,2243901,2026-04-11T17:01:31.430843+00:00
192,华安证券,华安证券/20220117-华安证券-“学海拾珠”系列之七十六：主成分分析法下的股票横截面定价因子模型.pdf,/mnt/research/研报/华安证券/20220117-华安证券-“学海拾珠”系列之七十六：主成分分析法下的股票横截面定价因子模型.pdf,reports/华安证券/20220117-华安证券-“学海拾珠”系列之七十六：主成分分析法下的股票横截面定价因子模型.pdf,20220117-华安证券-“学海拾珠”系列之七十六：主成分分析法下的股票横截面定价因子模型.pdf,20220117-华安证券-“学海拾珠”系列之七十六：主成分分析法下的股票横截面定价因子模型,pdf,1393804,2026-04-11T17:01:25.308843+00:00
193,华安证券,华安证券/20220713-华安证券-“学海拾珠”系列之一百：因子动量与动量因子.pdf,/mnt/research/研报/华安证券/20220713-华安证券-“学海拾珠”系列之一百：因子动量与动量因子.pdf,reports/华安证券/20220713-华安证券-“学海拾珠”系列之一百：因子动量与动量因子.pdf,20220713-华安证券-“学海拾珠”系列之一百：因子动量与动量因子.pdf,20220713-华安证券-“学海拾珠”系列之一百：因子动量与动量因子,pdf,1842663,2026-04-11T17:01:22.362843+00:00
194,华安证券,华安证券/20221122-华安证券-量化基本面系列报告之六：个股alpha与行业beta的双剑合璧.pdf,/mnt/research/研报/华安证券/20221122-华安证券-量化基本面系列报告之六：个股alpha与行业beta的双剑合璧.pdf,reports/华安证券/20221122-华安证券-量化基本面系列报告之六：个股alpha与行业beta的双剑合璧.pdf,20221122-华安证券-量化基本面系列报告之六：个股alpha与行业beta的双剑合璧.pdf,20221122-华安证券-量化基本面系列报告之六：个股alpha与行业beta的双剑合璧,pdf,2204367,2026-04-11T17:01:17.235843+00:00
